Date : 2025-07-28 22:07:05
Directory : /home/jon/repos/charlie-reporting
Total : 261 files,  20986 codes, 4775 comments, 5356 blanks, all 31117 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/models/attachment.py             | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/models/email.py                  | Python           |         44 |         12 |         10 |         66 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/models/outlook.py                | Python           |         35 |         14 |         13 |         62 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/services/__init__.py             | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/services/attachment_processor.py | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/services/email_fetcher.py        | Python           |        104 |         43 |         35 |        182 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/services/outlook_connector.py    | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/infrastructure/__init__.py                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/interfaces/__init__.py                    | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/interfaces/cli/__init__.py                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/interfaces/rest/__init__.py               | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/main.py                                   | Python           |         55 |         15 |         21 |         91 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/tests/__init__.py                             | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/tests/integration/__init__.py                 | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/tests/unit/__init__.py                        | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/README.md                                  | Markdown         |         40 |          0 |         16 |         56 |
| /home/jon/repos/charlie-reporting/services/report-generator/config/__init__.py                         | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/config/local.toml                          | TOML             |         15 |          0 |          4 |         19 |
| /home/jon/repos/charlie-reporting/services/report-generator/config/settings.py                         | Python           |         25 |          7 |          9 |         41 |
| /home/jon/repos/charlie-reporting/services/report-generator/requirements.txt                           | pip requirements |          6 |          7 |          6 |         19 |
| /home/jon/repos/charlie-reporting/services/report-generator/scripts/run-dev.py                         | Python           |         37 |          5 |          9 |         51 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/__init__.py                            | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/__init__.py                   | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/__init__.py            | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/csv_data.py            | Python           |         89 |         33 |         28 |        150 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/data_model.py          | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/excel_format.py        | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/report.py              | Python           |         82 |         22 |         23 |        127 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/report_template.py     | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/__init__.py          | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/csv_transformer.py   | Python           |        160 |         43 |         53 |        256 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/data_transformer.py  | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/excel_service.py     | Python           |        142 |         55 |         51 |        248 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/report_builder.py    | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/template_engine.py   | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/infrastructure/__init__.py             | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/interfaces/__init__.py                 | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/interfaces/cli/__init__.py             | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/interfaces/rest/__init__.py            | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/main.py                                | Python           |         55 |         12 |         24 |         91 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/main_clean.py                          | Python           |         55 |         12 |         24 |         91 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/main_corrupted.py                      | Python           |        161 |         37 |         49 |        247 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/main_phase1.py                         | Python           |        107 |         26 |         30 |        163 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/__init__.py                          | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/integration/__init__.py              | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/unit/__init__.py                     | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/README.md                                 | Markdown         |         40 |          0 |         16 |         56 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/config/__init__.py                        | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/config/local.toml                         | TOML             |         15 |          0 |          4 |         19 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/config/settings.py                        | Python           |         25 |          7 |          9 |         41 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/requirements.txt                          | pip requirements |          4 |          6 |          5 |         15 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/scripts/run-dev.py                        | Python           |         37 |          5 |          9 |         51 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/__init__.py                           | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/__init__.py                  | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/models/__init__.py           | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/models/execution.py          | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/models/job.py                | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/models/schedule.py           | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/services/__init__.py         | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/services/job_manager.py      | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/services/orchestrator.py     | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/services/scheduler.py        | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/infrastructure/__init__.py            | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/interfaces/__init__.py                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/interfaces/cli/__init__.py            | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/interfaces/rest/__init__.py           | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/main.py                               | Python           |         55 |         15 |         21 |         91 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/tests/__init__.py                         | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/tests/integration/__init__.py             | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/tests/unit/__init__.py                    | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/setup_complete_wsl2_workflow.py                                      | Python           |        261 |         33 |         39 |        333 |
| /home/jon/repos/charlie-reporting/setup_dev.py                                                         | Python           |          9 |          8 |          4 |         21 |
| /home/jon/repos/charlie-reporting/setup_project_environment.py                                         | Python           |        116 |         17 |         21 |        154 |
| /home/jon/repos/charlie-reporting/setup_wsl2_dev.sh                                                    | Shell Script     |        163 |         31 |         36 |        230 |
| /home/jon/repos/charlie-reporting/shared/README.md                                                     | Markdown         |        133 |          0 |         28 |        161 |
| /home/jon/repos/charlie-reporting/shared/base_service.py                                               | Python           |        165 |         62 |         61 |        288 |
| /home/jon/repos/charlie-reporting/shared/config.py                                                     | Python           |        172 |         68 |         60 |        300 |
| /home/jon/repos/charlie-reporting/shared/discovery.py                                                  | Python           |        241 |        102 |         73 |        416 |
| /home/jon/repos/charlie-reporting/shared/health.py                                                     | Python           |        302 |         72 |         69 |        443 |
| /home/jon/repos/charlie-reporting/shared/http_utils.py                                                 | Python           |        297 |        103 |         91 |        491 |
| /home/jon/repos/charlie-reporting/shared/logging.py                                                    | Python           |        194 |         94 |         59 |        347 |
| /home/jon/repos/charlie-reporting/shared/metrics.py                                                    | Python           |        238 |         60 |         78 |        376 |
| /home/jon/repos/charlie-reporting/shared/requirements.txt                                              | pip requirements |         26 |         16 |         15 |         57 |
| /home/jon/repos/charlie-reporting/shared/utils.py                                                      | Python           |        275 |         76 |        100 |        451 |
| /home/jon/repos/charlie-reporting/src/__init__.py                                                      | Python           |          0 |          9 |          2 |         11 |
| /home/jon/repos/charlie-reporting/src/archiver.py                                                      | Python           |         21 |         17 |          7 |         45 |
| /home/jon/repos/charlie-reporting/src/config_loader.py                                                 | Python           |         39 |         19 |         13 |         71 |
| /home/jon/repos/charlie-reporting/src/email_fetcher.py                                                 | Python           |        465 |        163 |        159 |        787 |
| /home/jon/repos/charlie-reporting/src/excel_writer.py                                                  | Python           |        164 |         85 |         54 |        303 |
| /home/jon/repos/charlie-reporting/src/logger.py                                                        | Python           |         27 |          9 |         10 |         46 |
| /home/jon/repos/charlie-reporting/src/main.py                                                          | Python           |        235 |         82 |         62 |        379 |
| /home/jon/repos/charlie-reporting/src/transformer.py                                                   | Python           |        165 |         89 |         49 |        303 |
| /home/jon/repos/charlie-reporting/src/utils.py                                                         | Python           |         13 |         23 |          8 |         44 |
| /home/jon/repos/charlie-reporting/test_pathlib_changes.py                                              | Python           |         39 |         13 |         15 |         67 |
| /home/jon/repos/charlie-reporting/tests/README.md                                                      | Markdown         |        410 |          0 |        145 |        555 |
| /home/jon/repos/charlie-reporting/tests/check_integration_dependencies.py                              | Python           |        210 |         85 |         54 |        349 |
| /home/jon/repos/charlie-reporting/tests/config/integration-config.toml                                 | TOML             |         58 |          9 |         13 |         80 |
| /home/jon/repos/charlie-reporting/tests/config_loader_enhanced.py                                      | Python           |        154 |         86 |         47 |        287 |
| /home/jon/repos/charlie-reporting/tests/conftest.py                                                    | Python           |        110 |         34 |         33 |        177 |
| /home/jon/repos/charlie-reporting/tests/run_integration_tests.py                                       | Python           |        150 |         39 |         45 |        234 |
| /home/jon/repos/charlie-reporting/tests/test_email_fetcher_directory_and_accounts.py                   | Python           |        267 |         74 |        108 |        449 |
| /home/jon/repos/charlie-reporting/tests/test_email_fetcher_enhanced.py                                 | Python           |        218 |         46 |         94 |        358 |
| /home/jon/repos/charlie-reporting/tests/test_excel_writer_enhanced.py                                  | Python           |        197 |         61 |         90 |        348 |
| /home/jon/repos/charlie-reporting/tests/test_integration_complete.py                                   | Python           |        230 |         63 |         89 |        382 |
| /home/jon/repos/charlie-reporting/tests/test_main_processor.py                                         | Python           |        220 |         58 |         98 |        376 |
| /home/jon/repos/charlie-reporting/tests/test_transformer.py                                            | Python           |        203 |         67 |         80 |        350 |
| /home/jon/repos/charlie-reporting/tests/utils/__init__.py                                              | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/tests/utils/cross_platform_email_checker.py                          | Python           |        243 |         52 |         70 |        365 |
| /home/jon/repos/charlie-reporting/tests/utils/data_generator.py                                        | Python           |         97 |         57 |         24 |        178 |
| /home/jon/repos/charlie-reporting/tests/utils/email_manager.py                                         | Python           |         63 |         76 |         15 |        154 |
| /home/jon/repos/charlie-reporting/tests/utils/integration_base.py                                      | Python           |        147 |         75 |         43 |        265 |
| /home/jon/repos/charlie-reporting/tests/utils/outlook_checker.py                                       | Python           |        118 |         64 |         33 |        215 |
| /home/jon/repos/charlie-reporting/tests/utils/temp_manager.py                                          | Python           |        112 |         67 |         29 |        208 |
| /home/jon/repos/charlie-reporting/tools/create-service-skeletons.py                                    | Python           |        330 |        190 |         30 |        550 |
| /home/jon/repos/charlie-reporting/tools/migrate-existing-code.py                                       | Python           |        538 |        380 |         21 |        939 |
| /home/jon/repos/charlie-reporting/tools/run-all-services.py                                            | Python           |        176 |         22 |         47 |        245 |
| /home/jon/repos/charlie-reporting/windows_email_service.py                                             | Python           |        267 |         42 |         65 |        374 |
| Total                                                                                                  |                  |     20,986 |      4,775 |      5,356 |     31,117 |
+--------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
