Date : 2025-07-29 19:24:31
Directory : /home/jon/repos/charlie-reporting
Total : 339 files,  32343 codes, 6671 comments, 9041 blanks, all 48055 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/jon/repos/charlie-reporting/legacy_backup/20250728_235459/src/__init__.py                                           | Python           |          0 |          9 |          2 |         11 |
| /home/jon/repos/charlie-reporting/legacy_backup/20250728_235459/src/archiver.py                                           | Python           |         21 |         17 |          7 |         45 |
| /home/jon/repos/charlie-reporting/legacy_backup/20250728_235459/src/config_loader.py                                      | Python           |         39 |         19 |         13 |         71 |
| /home/jon/repos/charlie-reporting/legacy_backup/20250728_235459/src/email_fetcher.py                                      | Python           |        465 |        163 |        159 |        787 |
| /home/jon/repos/charlie-reporting/legacy_backup/20250728_235459/src/excel_writer.py                                       | Python           |        164 |         85 |         54 |        303 |
| /home/jon/repos/charlie-reporting/legacy_backup/20250728_235459/src/logger.py                                             | Python           |         27 |          9 |         10 |         46 |
| /home/jon/repos/charlie-reporting/legacy_backup/20250728_235459/src/main.py                                               | Python           |        235 |         82 |         62 |        379 |
| /home/jon/repos/charlie-reporting/legacy_backup/20250728_235459/src/transformer.py                                        | Python           |        165 |         89 |         49 |        303 |
| /home/jon/repos/charlie-reporting/legacy_backup/20250728_235459/src/utils.py                                              | Python           |         13 |         23 |          8 |         44 |
| /home/jon/repos/charlie-reporting/logs/phase2_validation.json                                                             | JSON             |         52 |          0 |          0 |         52 |
| /home/jon/repos/charlie-reporting/pytest.ini                                                                              | Ini              |         25 |          0 |          1 |         26 |
| /home/jon/repos/charlie-reporting/requirements.txt                                                                        | pip requirements |         13 |          9 |          7 |         29 |
| /home/jon/repos/charlie-reporting/rest_email_fetcher.py                                                                   | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/run.py                                                                                  | Python           |         29 |          9 |         10 |         48 |
| /home/jon/repos/charlie-reporting/scripts/README.md                                                                       | Markdown         |         48 |          0 |         20 |         68 |
| /home/jon/repos/charlie-reporting/scripts/analyze_src_deletion.py                                                         | Python           |        155 |         12 |         30 |        197 |
| /home/jon/repos/charlie-reporting/scripts/check_integration_dependencies.py                                               | Python           |        210 |         85 |         54 |        349 |
| /home/jon/repos/charlie-reporting/scripts/cleanup_root_directory.py                                                       | Python           |        243 |         53 |         71 |        367 |
| /home/jon/repos/charlie-reporting/scripts/complete_final_migration.py                                                     | Python           |         52 |         16 |         19 |         87 |
| /home/jon/repos/charlie-reporting/scripts/final_deletion_check.py                                                         | Python           |         84 |          9 |         13 |        106 |
| /home/jon/repos/charlie-reporting/scripts/final_deliverable_validation.py                                                 | Python           |        145 |         17 |         36 |        198 |
| /home/jon/repos/charlie-reporting/scripts/fix_markdown_lint.py                                                            | Python           |         36 |         11 |         15 |         62 |
| /home/jon/repos/charlie-reporting/scripts/migrate_legacy_code.py                                                          | Python           |        335 |         35 |         29 |        399 |
| /home/jon/repos/charlie-reporting/scripts/migrate_tests_to_services.py                                                    | Python           |        185 |         45 |         48 |        278 |
| /home/jon/repos/charlie-reporting/scripts/performance_benchmark.py                                                        | Python           |        160 |         30 |         54 |        244 |
| /home/jon/repos/charlie-reporting/scripts/phase2_validation.py                                                            | Python           |        302 |         46 |         65 |        413 |
| /home/jon/repos/charlie-reporting/scripts/run_integration_tests.py                                                        | Python           |        150 |         39 |         45 |        234 |
| /home/jon/repos/charlie-reporting/scripts/test_runner.py                                                                  | Python           |        134 |         15 |         38 |        187 |
| /home/jon/repos/charlie-reporting/scripts/validate_phase2.py                                                              | Python           |        220 |         24 |         69 |        313 |
| /home/jon/repos/charlie-reporting/services/README-template.md                                                             | Markdown         |         32 |          0 |         17 |         49 |
| /home/jon/repos/charlie-reporting/services/database-service/README.md                                                     | Markdown         |         39 |          0 |         16 |         55 |
| /home/jon/repos/charlie-reporting/services/database-service/requirements.txt                                              | pip requirements |          4 |          6 |          5 |         15 |
| /home/jon/repos/charlie-reporting/services/database-service/scripts/run-dev.py                                            | Python           |         37 |          5 |          9 |         51 |
| /home/jon/repos/charlie-reporting/services/database-service/src/__init__.py                                               | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/__init__.py                                      | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/models/__init__.py                               | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/models/attachment.py                             | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/models/email_record.py                           | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/models/report.py                                 | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/models/user.py                                   | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/services/__init__.py                             | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/services/data_manager.py                         | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/services/migration_service.py                    | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/database-service/src/business/services/query_service.py                        | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/database-service/src/config/__init__.py                                        | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/src/config/settings.py                                        | Python           |         25 |          7 |          9 |         41 |
| /home/jon/repos/charlie-reporting/services/database-service/src/infrastructure/__init__.py                                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/src/interfaces/__init__.py                                    | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/src/interfaces/cli/__init__.py                                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/src/interfaces/rest/__init__.py                               | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/src/main.py                                                   | Python           |         55 |         15 |         21 |         91 |
| /home/jon/repos/charlie-reporting/services/database-service/tests/__init__.py                                             | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/tests/api/__init__.py                                         | Python           |          0 |          1 |          0 |          1 |
| /home/jon/repos/charlie-reporting/services/database-service/tests/integration/__init__.py                                 | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/database-service/tests/test_database.py                                        | Python           |          6 |          6 |          4 |         16 |
| /home/jon/repos/charlie-reporting/services/database-service/tests/unit/__init__.py                                        | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/README.md                                                        | Markdown         |         40 |          0 |         16 |         56 |
| /home/jon/repos/charlie-reporting/services/email-service/email_processor.py                                               | Python           |        268 |         36 |         59 |        363 |
| /home/jon/repos/charlie-reporting/services/email-service/requirements.txt                                                 | pip requirements |          6 |          7 |          6 |         19 |
| /home/jon/repos/charlie-reporting/services/email-service/scripts/run-dev.py                                               | Python           |         37 |          5 |          9 |         51 |
| /home/jon/repos/charlie-reporting/services/email-service/src/__init__.py                                                  | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/business/__init__.py                                         | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/business/models/__init__.py                                  | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/business/models/delivery.py                                  | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/email-service/src/business/models/email_template.py                            | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/email-service/src/business/models/recipient.py                                 | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/email-service/src/business/services/__init__.py                                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/business/services/delivery_tracker.py                        | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/email-service/src/business/services/email_sender.py                            | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/email-service/src/business/services/template_processor.py                      | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/email-service/src/config/__init__.py                                           | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/config/settings.py                                           | Python           |         25 |          7 |          9 |         41 |
| /home/jon/repos/charlie-reporting/services/email-service/src/infrastructure/__init__.py                                   | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/interfaces/__init__.py                                       | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/interfaces/cli/__init__.py                                   | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/interfaces/rest/__init__.py                                  | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/main.py                                                      | Python           |         55 |         15 |         21 |         91 |
| /home/jon/repos/charlie-reporting/services/email-service/src/tests/__init__.py                                            | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/tests/api/__init__.py                                        | Python           |          0 |          1 |          0 |          1 |
| /home/jon/repos/charlie-reporting/services/email-service/src/tests/integration/__init__.py                                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/email-service/src/tests/test_email_processor.py                                | Python           |         18 |          9 |          7 |         34 |
| /home/jon/repos/charlie-reporting/services/email-service/src/tests/test_legacy_email_fetcher.py                           | Python           |        218 |         46 |         94 |        358 |
| /home/jon/repos/charlie-reporting/services/email-service/src/tests/unit/__init__.py                                       | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/Dockerfile                                                       | Docker           |         18 |          9 |         10 |         37 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/README.md                                                        | Markdown         |         40 |          0 |         25 |         65 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/config/__init__.py                                               | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/config/settings.py                                               | Python           |         25 |          7 |          9 |         41 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/requirements.txt                                                 | pip requirements |          5 |          6 |          5 |         16 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/scripts/run-dev.py                                               | Python           |         37 |          5 |          9 |         51 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/__init__.py                                                  | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/__init__.py                                         | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/models/__init__.py                                  | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/models/attachment.py                                | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/models/email.py                                     | Python           |         44 |         12 |         10 |         66 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/models/outlook.py                                   | Python           |         35 |         14 |         13 |         62 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/services/__init__.py                                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/services/attachment_processor.py                    | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/services/email_fetcher.py                           | Python           |        104 |         43 |         35 |        182 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/business/services/outlook_connector.py                       | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/infrastructure/__init__.py                                   | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/interfaces/__init__.py                                       | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/interfaces/cli/__init__.py                                   | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/interfaces/rest/__init__.py                                  | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/src/main.py                                                      | Python           |         55 |         15 |         21 |         91 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/tests/__init__.py                                                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/tests/integration/__init__.py                                    | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/outlook-relay/tests/test_legacy_email_accounts.py                              | Python           |        267 |         74 |        108 |        449 |
| /home/jon/repos/charlie-reporting/services/report-generator/README.md                                                     | Markdown         |         40 |          0 |         16 |         56 |
| /home/jon/repos/charlie-reporting/services/report-generator/infrastructure/__init__.py                                    | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/infrastructure/config/config_manager.py                       | Python           |         73 |         63 |         25 |        161 |
| /home/jon/repos/charlie-reporting/services/report-generator/infrastructure/excel/excel_generator.py                       | Python           |        107 |         56 |         33 |        196 |
| /home/jon/repos/charlie-reporting/services/report-generator/infrastructure/filesystem/directory_processor.py              | Python           |         50 |         43 |         23 |        116 |
| /home/jon/repos/charlie-reporting/services/report-generator/infrastructure/filesystem/file_manager.py                     | Python           |         56 |         68 |         22 |        146 |
| /home/jon/repos/charlie-reporting/services/report-generator/infrastructure/logging/metrics_collector.py                   | Python           |        124 |         64 |         32 |        220 |
| /home/jon/repos/charlie-reporting/services/report-generator/infrastructure/logging/structured_logger.py                   | Python           |         79 |         35 |         32 |        146 |
| /home/jon/repos/charlie-reporting/services/report-generator/pytest.ini                                                    | Ini              |         47 |          0 |          6 |         53 |
| /home/jon/repos/charlie-reporting/services/report-generator/requirements.txt                                              | pip requirements |         19 |         12 |         11 |         42 |
| /home/jon/repos/charlie-reporting/services/report-generator/scripts/run-dev.py                                            | Python           |         37 |          5 |          9 |         51 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/__init__.py                                               | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/api/routes/reports.py                                     | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/__init__.py                                      | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/exceptions.py                                    | Python           |         35 |         23 |         20 |         78 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/interfaces/__init__.py                           | Python           |         62 |         28 |         34 |        124 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/__init__.py                               | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/csv_data.py                               | Python           |         89 |         33 |         28 |        150 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/csv_file.py                               | Python           |         93 |         29 |         25 |        147 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/data_model.py                             | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/excel_format.py                           | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/report.py                                 | Python           |         82 |         22 |         23 |        127 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/report_template.py                        | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/models/transformation_config.py                  | Python           |        177 |         46 |         45 |        268 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/__init__.py                             | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/csv_transformer.py                      | Python           |        209 |         53 |         64 |        326 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/data_transformer.py                     | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/excel_service.py                        | Python           |        170 |         73 |         61 |        304 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/report_builder.py                       | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/report_processor.py                     | Python           |        382 |        107 |         79 |        568 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/business/services/template_engine.py                      | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/config/__init__.py                                        | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/config/settings.py                                        | Python           |         25 |          7 |          9 |         41 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/infrastructure/__init__.py                                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/infrastructure/config.py                                  | Python           |        277 |         72 |         73 |        422 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/infrastructure/file_system.py                             | Python           |        193 |        122 |         71 |        386 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/infrastructure/logging.py                                 | Python           |        262 |         65 |         78 |        405 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/infrastructure/metrics.py                                 | Python           |        286 |         68 |         83 |        437 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/interface/__init__.py                                     | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/interface/app.py                                          | Python           |        338 |         76 |         92 |        506 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/interface/dependencies.py                                 | Python           |         67 |         20 |         28 |        115 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/interface/rest/reports.py                                 | Python           |        315 |         49 |         70 |        434 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/interface/schemas.py                                      | Python           |        133 |         26 |         43 |        202 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/main.py                                                   | Python           |         50 |         14 |         19 |         83 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/main_clean.py                                             | Python           |         55 |         12 |         24 |         91 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/main_new.py                                               | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/services/report-generator/src/main_phase1.py                                            | Python           |        107 |         26 |         30 |        163 |
| /home/jon/repos/charlie-reporting/services/report-generator/test_service.py                                               | Python           |        126 |         27 |         44 |        197 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/__init__.py                                             | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/conftest.py                                             | Python           |         36 |          9 |          9 |         54 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/fixtures/mock_services.py                               | Python           |         98 |         11 |         41 |        150 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/integration/__init__.py                                 | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/test_api_routes.py                                      | Python           |        236 |         48 |         73 |        357 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/test_business_layer.py                                  | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/test_csv_transformer.py                                 | Python           |        252 |         56 |         76 |        384 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/test_excel_service.py                                   | Python           |        243 |         73 |         84 |        400 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/test_service_basics.py                                  | Python           |        140 |         38 |         58 |        236 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/unit/__init__.py                                        | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/report-generator/tests/unit/test_report_processor_tdd.py                       | Python           |        112 |         37 |         32 |        181 |
| /home/jon/repos/charlie-reporting/services/report_generator/csv_processor.py                                              | Python           |        192 |         58 |         62 |        312 |
| /home/jon/repos/charlie-reporting/services/report_generator/excel_generator.py                                            | Python           |        218 |         78 |         62 |        358 |
| /home/jon/repos/charlie-reporting/services/report_generator/main.py                                                       | Python           |        352 |         55 |         84 |        491 |
| /home/jon/repos/charlie-reporting/services/report_generator/tests/test_api_endpoints.py                                   | Python           |        203 |         46 |         64 |        313 |
| /home/jon/repos/charlie-reporting/services/report_generator/tests/unit/test_csv_processor.py                              | Python           |        260 |         68 |         77 |        405 |
| /home/jon/repos/charlie-reporting/services/report_generator/tests/unit/test_excel_generator.py                            | Python           |        322 |         69 |         88 |        479 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/README.md                                                    | Markdown         |         40 |          0 |         16 |         56 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/config/__init__.py                                           | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/config/settings.py                                           | Python           |         25 |          7 |          9 |         41 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/requirements.txt                                             | pip requirements |          4 |          6 |          5 |         15 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/scripts/run-dev.py                                           | Python           |         37 |          5 |          9 |         51 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/__init__.py                                              | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/__init__.py                                     | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/models/__init__.py                              | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/models/execution.py                             | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/models/job.py                                   | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/models/schedule.py                              | Python           |          8 |          8 |          5 |         21 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/services/__init__.py                            | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/services/job_manager.py                         | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/services/orchestrator.py                        | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/business/services/scheduler.py                           | Python           |          5 |          8 |          5 |         18 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/infrastructure/__init__.py                               | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/interfaces/__init__.py                                   | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/interfaces/cli/__init__.py                               | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/interfaces/rest/__init__.py                              | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/src/main.py                                                  | Python           |         55 |         15 |         21 |         91 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/tests/__init__.py                                            | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/tests/api/__init__.py                                        | Python           |          0 |          1 |          0 |          1 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/tests/integration/__init__.py                                | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/services/scheduler-service/tests/unit/__init__.py                                       | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/shared/README.md                                                                        | Markdown         |        133 |          0 |         51 |        184 |
| /home/jon/repos/charlie-reporting/shared/base_service.py                                                                  | Python           |        165 |         62 |         61 |        288 |
| /home/jon/repos/charlie-reporting/shared/config.py                                                                        | Python           |        172 |         68 |         60 |        300 |
| /home/jon/repos/charlie-reporting/shared/config_manager.py                                                                | Python           |         39 |         19 |         13 |         71 |
| /home/jon/repos/charlie-reporting/shared/discovery.py                                                                     | Python           |        241 |        102 |         73 |        416 |
| /home/jon/repos/charlie-reporting/shared/file_archiver.py                                                                 | Python           |         68 |         23 |         18 |        109 |
| /home/jon/repos/charlie-reporting/shared/health.py                                                                        | Python           |        302 |         72 |         69 |        443 |
| /home/jon/repos/charlie-reporting/shared/http_utils.py                                                                    | Python           |        297 |        103 |         91 |        491 |
| /home/jon/repos/charlie-reporting/shared/logging_utils.py                                                                 | Python           |         27 |          9 |         10 |         46 |
| /home/jon/repos/charlie-reporting/shared/metrics.py                                                                       | Python           |        238 |         60 |         78 |        376 |
| /home/jon/repos/charlie-reporting/shared/requirements.txt                                                                 | pip requirements |         26 |         16 |         15 |         57 |
| /home/jon/repos/charlie-reporting/shared/service_logging.py                                                               | Python           |        194 |         94 |         59 |        347 |
| /home/jon/repos/charlie-reporting/shared/shared_logging.py                                                                | Python           |        194 |         94 |         59 |        347 |
| /home/jon/repos/charlie-reporting/shared/tests/README.md                                                                  | Markdown         |        410 |          0 |        145 |        555 |
| /home/jon/repos/charlie-reporting/shared/tests/conftest.py                                                                | Python           |        309 |         65 |         73 |        447 |
| /home/jon/repos/charlie-reporting/shared/tests/legacy/config_loader_enhanced.py                                           | Python           |        154 |         86 |         47 |        287 |
| /home/jon/repos/charlie-reporting/shared/tests/utils/__init__.py                                                          | Python           |          0 |          1 |          1 |          2 |
| /home/jon/repos/charlie-reporting/shared/tests/utils/cross_platform_email_checker.py                                      | Python           |        243 |         52 |         70 |        365 |
| /home/jon/repos/charlie-reporting/shared/tests/utils/data_generator.py                                                    | Python           |         97 |         57 |         24 |        178 |
| /home/jon/repos/charlie-reporting/shared/tests/utils/email_manager.py                                                     | Python           |         63 |         76 |         15 |        154 |
| /home/jon/repos/charlie-reporting/shared/tests/utils/integration_base.py                                                  | Python           |        147 |         75 |         43 |        265 |
| /home/jon/repos/charlie-reporting/shared/tests/utils/outlook_checker.py                                                   | Python           |        118 |         64 |         33 |        215 |
| /home/jon/repos/charlie-reporting/shared/tests/utils/temp_manager.py                                                      | Python           |        112 |         67 |         29 |        208 |
| /home/jon/repos/charlie-reporting/shared/utils.py                                                                         | Python           |         13 |         23 |          8 |         44 |
| /home/jon/repos/charlie-reporting/src/archiver.py                                                                         | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/src/email_fetcher.py                                                                    | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/src/excel_writer.py                                                                     | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/src/main.py                                                                             | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/test_pathlib_changes.py                                                                 | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/tests/api/test_report_generator.py                                                      | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/tests/conftest.py                                                                       | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/tests/integration/test_phase1_workflow.py                                               | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/tests/services/report-generator/test_csv_transformer.py                                 | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/tests/services/report-generator/test_excel_service.py                                   | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/tests/test_email_fetcher_directory_and_accounts.py                                      | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/tools/create-service-skeletons.py                                                       | Python           |        330 |        190 |         30 |        550 |
